names,membership_1,membership_2,membership_3,membership_4,membership_5,membership_6
IND.17.2.5_1,21,13,38,25,17,18
IND.17.2.6_1,21,13,38,25,17,18
IND.17.2.7_1,21,13,38,25,17,18
IND.17.3.1_1,21,13,38,25,17,18
IND.17.3.2_1,21,13,36,24,17,18
IND.17.3.3_1,21,13,38,25,17,18
IND.17.3.4_1,21,13,38,25,17,18
IND.17.4.1_1,21,13,38,25,17,18
IND.17.4.2_1,21,13,38,25,17,18
IND.17.4.3_1,21,13,38,25,17,18
IND.17.5.1_1,21,13,38,25,17,18
IND.17.5.2_1,21,13,38,25,17,18
IND.17.6.1_1,21,13,36,24,17,18
IND.17.6.2_1,21,13,36,24,17,18
IND.17.6.3_1,21,13,36,24,17,18
IND.17.6.4_1,21,13,36,24,17,18
IND.17.6.5_1,21,13,36,24,17,18
IND.17.7.1_1,21,13,36,24,17,18
IND.17.7.2_1,21,13,36,24,17,18
IND.17.7.3_1,21,13,36,24,17,18
IND.17.7.4_1,21,13,36,24,17,18
IND.17.7.5_1,21,13,38,24,17,18
IND.17.8.1_1,21,13,38,25,17,18
IND.17.8.2_1,21,13,38,25,17,18
IND.17.8.3_1,21,13,38,25,17,18
IND.17.9.1_1,21,13,38,25,17,18
IND.17.9.2_1,21,13,38,25,17,18
IND.17.9.3_1,21,13,38,25,17,18
IND.17.9.4_1,21,13,38,25,17,18
IND.18.1.1_1,,,,,,
IND.18.1.2_1,,,,,,
IND.18.1.3_1,,,,,,
IND.18.1.4_1,,,,,,
IND.18.1.5_1,,,,,,
IND.19.1.1_1,13,21,19,13,24,29
IND.19.1.2_1,13,21,19,13,24,29
IND.19.10.1_1,13,21,23,14,24,29
IND.19.11.1_1,13,21,24,14,24,29
IND.19.11.2_1,13,21,24,14,24,29
IND.19.11.3_1,13,21,24,14,24,29
IND.19.12.1_1,13,21,31,36,24,29
IND.19.12.2_1,13,21,31,36,24,29
IND.19.12.3_1,13,21,31,36,24,29
IND.19.12.4_1,13,21,31,36,24,29
IND.19.13.1_1,13,21,24,14,24,29
IND.19.13.2_1,13,21,24,14,24,29
IND.19.14.1_1,13,21,24,14,24,29
IND.19.14.2_1,13,21,24,14,24,29
IND.19.14.3_1,13,21,24,14,24,29
IND.19.15.1_1,13,21,,13,24,29
IND.19.15.2_1,13,21,50,13,24,29
IND.19.15.3_1,13,21,50,14,24,29
IND.19.15.4_1,13,21,50,14,24,29
IND.19.15.5_1,13,21,50,13,24,29
IND.19.16.1_1,13,21,51,13,24,29
IND.19.16.2_1,13,21,50,13,24,29
IND.19.16.3_1,13,21,50,14,24,29
IND.19.16.4_1,13,21,50,14,24,29
IND.19.16.5_1,13,21,51,13,24,29
IND.19.17.1_1,13,21,,14,24,28
IND.19.18.1_1,13,21,50,14,24,29
IND.19.18.2_1,13,21,50,14,24,29
IND.19.19.1_1,13,21,24,14,24,29
IND.19.19.2_1,13,21,24,14,24,29
IND.19.19.3_1,13,21,24,14,24,29
IND.19.2.1_1,13,21,51,37,24,30
IND.19.2.2_1,13,21,51,37,24,30
IND.19.20.1_1,13,21,24,14,24,29
IND.19.20.2_1,13,21,24,14,24,29
IND.19.21.1_1,13,21,50,14,24,29
IND.19.22.1_1,13,21,23,14,24,29
IND.19.22.2_1,13,21,23,14,24,29
IND.19.22.3_1,13,21,23,14,24,29
IND.19.22.4_1,13,21,23,14,24,29
IND.19.22.5_1,13,21,23,14,24,29
IND.19.22.6_1,13,21,23,14,24,29
IND.19.23.1_1,13,21,50,13,24,29
IND.19.23.2_1,13,21,50,13,24,29
IND.19.23.3_1,13,21,50,13,24,29
IND.19.23.4_1,13,21,50,13,24,29
IND.19.24.1_1,13,21,23,14,24,29
IND.19.24.2_1,13,21,23,14,24,29
IND.19.25.1_1,13,21,51,13,24,30
IND.19.25.2_1,13,21,51,13,24,30
IND.19.25.3_1,13,21,51,13,24,30
IND.19.26.1_1,13,21,23,14,24,29
IND.19.26.2_1,13,21,23,14,24,29
IND.19.27.1_1,13,21,31,36,24,29
IND.19.27.2_1,13,21,31,36,24,29
IND.19.28.1_1,13,6,19,13,10,30
IND.19.28.2_1,13,21,19,13,10,30
IND.19.28.3_1,13,21,19,13,10,30
IND.19.28.4_1,13,21,19,13,10,30
IND.19.28.5_1,13,21,19,13,10,30
IND.19.29.1_1,13,21,24,14,24,29
IND.19.29.2_1,13,21,24,14,24,29
IND.19.29.3_1,13,21,24,14,24,29
IND.19.29.4_1,13,21,24,14,24,29
IND.19.3.1_1,11,21,21,14,24,28
IND.19.30.1_1,13,21,23,14,24,29
IND.19.30.2_1,13,21,23,14,24,29
IND.19.31.1_1,9,21,19,13,10,10
IND.19.31.2_1,9,21,19,13,10,10
IND.19.31.3_1,9,21,19,13,10,10
IND.19.32.1_1,13,21,23,14,24,29
IND.19.32.2_1,13,21,23,14,24,29
IND.19.32.3_1,13,21,23,14,24,29
IND.19.33.1_1,13,21,23,14,24,29
IND.19.33.2_1,13,21,24,14,24,29
IND.19.33.3_1,13,21,24,14,24,29
IND.19.33.4_1,13,21,24,14,24,29
IND.19.33.5_1,13,21,24,14,24,29
IND.19.33.6_1,13,21,23,14,24,29
IND.19.33.7_1,13,21,23,14,24,29
IND.19.34.1_1,13,21,24,14,24,29
IND.19.34.2_1,13,21,24,14,24,29
IND.19.34.3_1,13,21,24,14,24,29
IND.19.34.4_1,13,21,24,14,24,29
IND.19.34.5_1,13,21,24,14,24,29
IND.19.35.1_1,13,21,50,13,24,30
IND.19.35.2_1,13,21,51,13,24,30
IND.19.35.3_1,13,21,51,13,24,30
IND.19.35.4_1,13,21,51,13,24,30
IND.19.36.1_1,13,21,23,14,24,29
IND.19.36.2_1,13,21,23,14,24,29
IND.19.36.3_1,13,21,23,14,24,29
IND.19.36.4_1,12,10,23,16,11,11
IND.19.37.1_1,13,21,24,14,24,29
IND.19.37.2_1,13,21,24,14,24,29
IND.19.37.3_1,13,21,24,14,24,29
IND.19.37.4_1,13,21,24,14,24,29
IND.19.38.1_1,13,21,23,14,24,29
IND.19.38.2_1,13,21,23,14,24,29
IND.19.38.3_1,13,21,23,14,24,29
IND.19.38.4_1,13,21,23,14,24,29
IND.19.39.1_1,13,21,24,14,24,29
IND.19.39.2_1,13,21,23,14,24,29
IND.19.39.3_1,13,21,24,14,24,29
IND.19.39.4_1,13,21,23,14,24,29
IND.19.39.5_1,13,21,24,14,24,29
IND.19.4.1_1,13,21,24,14,24,29
IND.19.4.2_1,13,21,24,14,24,29
IND.19.4.3_1,13,21,24,14,24,29
IND.19.40.1_1,13,21,31,36,24,29
IND.19.40.2_1,13,21,31,36,24,29
IND.19.41.1_1,11,21,25,14,24,29
IND.19.41.2_1,11,21,21,14,24,28
IND.19.41.3_1,11,21,21,14,24,28
IND.19.41.4_1,11,21,21,14,24,28
IND.19.42.1_1,13,21,50,13,24,29
IND.19.42.2_1,13,21,24,14,24,29
IND.19.43.1_1,13,21,24,14,24,29
IND.19.43.2_1,13,6,,13,10,30
IND.19.44.1_1,13,21,24,14,24,29
IND.19.44.2_1,13,21,24,14,24,29
IND.19.44.3_1,13,21,24,14,24,29
IND.19.44.4_1,13,21,24,14,24,29
IND.19.44.5_1,13,21,24,14,24,29
IND.19.45.1_1,13,21,23,14,24,29
IND.19.46.1_1,12,10,25,16,11,11
IND.19.46.2_1,12,10,25,16,11,11
IND.19.47.1_1,13,21,24,14,24,29
IND.19.47.2_1,13,21,24,14,24,29
IND.19.47.3_1,13,21,24,14,24,29
IND.19.48.1_1,13,21,50,13,24,29
IND.19.48.2_1,13,21,51,13,24,30
IND.19.48.3_1,13,21,50,13,24,30
IND.19.48.4_1,13,21,50,13,24,29
IND.19.48.5_1,13,21,50,13,24,29
IND.19.49.1_1,11,21,21,14,24,28
IND.19.5.1_1,13,21,31,36,24,29
IND.19.5.2_1,13,21,31,36,24,29
IND.19.5.3_1,11,21,31,36,24,29
IND.19.5.4_1,13,21,31,36,24,29
IND.19.50.1_1,13,21,24,14,24,29
IND.19.50.2_1,13,21,24,14,24,29
IND.19.50.3_1,13,21,24,14,24,29
IND.19.50.4_1,13,21,24,14,24,29
IND.19.50.5_1,13,21,24,14,24,29
IND.19.51.1_1,13,21,50,14,24,29
IND.19.51.2_1,13,21,50,14,24,29
IND.19.51.3_1,13,21,50,14,24,29
IND.19.51.4_1,13,21,50,14,24,29
IND.19.51.5_1,13,21,50,14,24,29
IND.19.51.6_1,13,21,50,14,24,29
IND.19.51.7_1,13,21,50,14,24,29
IND.19.51.8_1,13,21,50,14,24,29
IND.19.6.1_1,13,21,50,14,24,29
IND.19.6.2_1,13,21,50,14,24,30
IND.19.6.3_1,13,21,50,14,24,29
IND.19.6.4_1,13,21,50,14,24,30
IND.19.7.1_1,13,21,23,14,24,29
IND.19.7.2_1,13,21,23,14,24,29
IND.19.7.3_1,13,21,23,14,24,29
IND.19.8.1_1,13,21,24,14,24,29
IND.19.8.2_1,13,21,24,14,24,29
IND.19.8.3_1,13,21,24,14,24,29
IND.19.8.4_1,13,21,24,14,24,29
IND.19.9.1_1,13,21,24,14,24,29
IND.19.9.2_1,13,21,24,14,24,29
IND.2.1.1_1,10,17,48,29,21,21
IND.2.1.10_1,10,17,48,29,21,21
IND.2.1.2_1,10,17,48,29,21,21
IND.2.1.3_1,10,17,48,29,21,21
IND.2.1.4_1,10,17,42,29,21,21
IND.2.1.5_1,10,17,41,29,21,21
IND.2.1.6_1,10,17,48,29,21,21
IND.2.1.7_1,10,17,42,29,21,21
IND.2.1.8_1,10,17,48,29,21,21
IND.2.1.9_1,10,17,48,33,21,21
IND.2.10.1_1,6,17,34,21,16,26
IND.2.10.2_1,6,17,34,21,16,26
IND.2.10.3_1,6,17,34,21,16,26
IND.2.10.4_1,6,17,34,21,16,26
IND.2.10.5_1,6,17,34,21,16,26
IND.2.10.6_1,6,17,34,21,16,26
IND.2.10.7_1,6,17,33,21,16,26
IND.2.10.8_1,6,17,34,21,16,26
IND.2.10.9_1,6,17,34,21,16,26
IND.2.11.1_1,6,17,34,21,16,26
IND.2.11.2_1,6,17,34,21,16,26
IND.2.11.3_1,,,,,,
IND.2.11.4_1,6,17,34,21,16,26
IND.2.11.5_1,6,17,34,21,16,26
IND.2.11.6_1,6,17,34,21,16,26
IND.2.11.7_1,6,17,34,21,16,26
IND.2.11.8_1,6,17,34,21,16,26
IND.2.12.1_1,6,17,34,21,16,26
IND.2.12.2_1,6,17,33,21,16,26
IND.2.12.3_1,6,17,33,21,16,26
IND.2.12.4_1,6,17,34,21,16,26
IND.2.12.5_1,6,17,34,21,16,26
IND.2.12.6_1,6,17,33,21,16,26
IND.2.12.7_1,6,17,34,21,16,26
IND.2.12.8_1,6,17,34,21,16,26
IND.2.13.1_1,6,17,48,29,21,21
IND.2.13.2_1,6,17,48,29,21,21
IND.2.13.3_1,6,17,48,29,21,21
IND.2.13.4_1,6,17,48,29,21,21
IND.2.13.5_1,6,17,48,29,21,21
IND.2.13.6_1,6,17,48,29,21,21
IND.2.13.7_1,6,17,48,29,21,21
IND.2.13.8_1,6,17,48,29,21,21
IND.2.13.9_1,6,17,48,29,21,21
IND.2.2.1_1,6,17,41,29,21,21
IND.2.2.10_1,6,17,41,29,21,21
IND.2.2.2_1,6,17,41,29,21,21
IND.2.2.3_1,5,16,42,29,21,21
IND.2.2.4_1,6,17,41,29,21,21
IND.2.2.5_1,6,17,41,29,21,21
IND.2.2.6_1,6,17,41,29,21,21
IND.2.2.7_1,6,17,41,29,21,21
IND.2.2.8_1,6,17,35,29,21,21
IND.2.2.9_1,6,17,41,29,21,21
IND.2.3.1_1,6,17,34,21,16,26
IND.2.3.10_1,6,17,34,21,16,26
IND.2.3.11_1,6,17,33,21,16,26
IND.2.3.12_1,6,17,34,21,16,26
IND.2.3.13_1,6,17,34,21,16,26
IND.2.3.2_1,6,17,34,21,16,26
IND.2.3.3_1,6,17,34,21,16,26
IND.2.3.4_1,6,17,34,21,16,26
IND.2.3.5_1,6,17,34,21,16,26
IND.2.3.6_1,6,17,34,21,16,26
IND.2.3.7_1,6,17,34,21,16,26
IND.2.3.8_1,6,17,34,21,16,26
IND.2.3.9_1,6,17,34,21,16,26
IND.2.4.1_1,6,17,33,21,16,26
IND.2.4.2_1,6,17,33,21,16,26
IND.2.4.3_1,6,17,33,21,16,26
IND.2.4.4_1,6,17,33,21,16,26
IND.2.4.5_1,6,17,33,21,16,26
IND.2.4.6_1,6,17,33,21,16,26
IND.2.4.7_1,6,17,33,21,16,26
IND.2.4.8_1,6,17,33,21,16,26
IND.2.5.1_1,6,17,33,21,16,26
IND.2.5.10_1,6,17,33,21,16,26
IND.2.5.2_1,6,17,33,21,16,26
IND.2.5.3_1,6,17,33,21,16,26
IND.2.5.4_1,6,17,33,21,16,26
IND.2.5.5_1,6,17,33,21,16,26
IND.2.5.6_1,6,17,33,21,16,26
IND.2.5.7_1,6,17,33,21,16,26
IND.2.5.8_1,6,17,33,21,16,26
IND.2.5.9_1,18,17,33,35,16,26
IND.2.6.1_1,10,17,48,29,21,21
IND.2.6.10_1,10,17,48,29,21,21
IND.2.6.11_1,10,17,48,29,21,21
IND.2.6.2_1,10,17,48,29,21,21
IND.2.6.3_1,10,17,48,29,21,21
IND.2.6.4_1,10,17,48,29,21,21
IND.2.6.5_1,10,17,48,29,21,21
IND.2.6.6_1,10,17,48,29,21,21
IND.2.6.7_1,10,17,48,29,21,21
IND.2.6.8_1,10,17,48,29,21,21
IND.2.6.9_1,10,17,48,29,21,21
IND.2.7.1_1,6,17,33,29,21,21
IND.2.7.10_1,,,,,,
IND.2.7.11_1,,,,,,
IND.2.7.12_1,,,,,,
IND.2.7.13_1,,,,,,
IND.2.7.14_1,6,17,33,29,21,21
IND.2.7.15_1,6,17,33,29,21,21
IND.2.7.16_1,6,17,35,29,21,21
IND.2.7.17_1,6,17,33,29,21,26
IND.2.7.18_1,6,17,35,29,21,21
IND.2.7.2_1,6,17,33,29,21,21
IND.2.7.3_1,6,17,33,29,21,26
IND.2.7.4_1,6,17,33,29,21,21
IND.2.7.5_1,6,17,35,29,21,21
IND.2.7.6_1,,,,,21,21
IND.2.7.7_1,6,17,35,29,21,21
IND.2.7.8_1,,17,,,21,
IND.2.7.9_1,,,,,,
IND.2.8.1_1,6,17,33,21,16,26
IND.2.8.2_1,6,17,33,21,16,26
IND.2.8.3_1,6,17,33,21,16,26
IND.2.8.4_1,6,17,33,21,16,26
IND.2.8.5_1,6,17,33,21,16,26
IND.2.8.6_1,6,17,33,21,16,26
IND.2.8.7_1,6,17,33,21,16,26
IND.2.8.8_1,6,17,33,21,16,26
IND.2.8.9_1,6,17,33,21,16,26
IND.2.9.1_1,6,17,34,21,16,26
IND.2.9.2_1,11,12,28,21,13,26
IND.2.9.3_1,6,17,34,21,16,26
IND.2.9.4_1,6,17,34,21,16,26
IND.2.9.5_1,6,17,34,21,16,26
IND.2.9.6_1,6,17,34,21,16,26
IND.2.9.7_1,6,17,34,21,16,26
IND.2.9.8_1,6,17,34,21,16,26
IND.20.1.1_1,7,18,46,32,23,24
IND.20.1.10_1,13,18,50,32,23,24
IND.20.1.11_1,7,18,46,32,23,24
IND.20.1.12_1,13,21,50,32,24,24
IND.20.1.2_1,13,21,50,32,24,24
IND.20.1.3_1,7,18,46,32,23,24
IND.20.1.4_1,13,21,50,32,24,24
IND.20.1.5_1,13,21,50,32,24,24
IND.20.1.6_1,7,18,46,32,23,24
IND.20.1.7_1,13,18,50,32,23,24
IND.20.1.8_1,13,21,50,32,24,24
IND.20.1.9_1,13,21,50,32,24,24
IND.20.10.1_1,18,21,32,36,24,29
IND.20.10.2_1,13,21,32,36,24,29
IND.20.10.3_1,13,21,32,36,24,29
IND.20.10.4_1,13,21,32,36,24,29
IND.20.10.5_1,13,21,32,36,24,29
IND.20.10.6_1,18,21,32,36,24,29
IND.20.10.7_1,13,21,32,36,24,29
IND.20.10.8_1,18,20,33,35,15,26
IND.20.11.1_1,13,21,31,36,24,29
IND.20.11.2_1,13,21,31,36,24,29
IND.20.11.3_1,13,21,31,36,24,29
IND.20.11.4_1,13,21,31,36,24,29
IND.20.11.5_1,13,21,31,36,24,29
IND.20.12.1_1,13,21,48,35,24,27
IND.20.12.2_1,13,21,48,35,24,27
IND.20.12.3_1,13,21,48,35,24,27
IND.20.13.1_1,13,21,50,14,24,29
IND.20.13.10_1,13,21,23,14,24,29
IND.20.13.11_1,13,21,50,14,24,29
IND.20.13.12_1,13,21,23,14,24,29
IND.20.13.13_1,13,21,23,14,24,29
IND.20.13.2_1,13,21,23,14,24,29
IND.20.13.3_1,13,21,23,14,24,29
IND.20.13.4_1,13,21,23,14,24,29
IND.20.13.5_1,13,21,50,14,24,29
IND.20.13.6_1,13,21,23,14,24,29
IND.20.13.7_1,13,21,23,14,24,29
IND.20.13.8_1,13,21,23,14,24,29
IND.20.13.9_1,13,21,23,14,24,29
IND.20.14.1_1,13,21,50,36,24,27
IND.20.14.2_1,13,21,50,36,24,27
IND.20.14.3_1,13,21,50,36,24,27
IND.20.14.4_1,13,21,50,36,24,29
IND.20.14.5_1,13,21,48,36,24,27
IND.20.15.1_1,10,18,45,33,23,23
IND.20.15.10_1,10,18,45,33,23,23
IND.20.15.11_1,10,18,45,33,23,23
IND.20.15.12_1,10,18,45,33,23,23
IND.20.15.2_1,10,18,45,33,23,23
IND.20.15.3_1,10,19,45,33,22,23
IND.20.15.4_1,10,18,45,33,23,23
IND.20.15.5_1,10,18,45,33,23,23
IND.20.15.6_1,10,18,45,33,23,23
IND.20.15.7_1,10,18,45,33,23,23
IND.20.15.8_1,10,18,45,33,23,23
IND.20.15.9_1,10,18,45,33,23,23
IND.20.16.1_1,13,18,48,32,23,27
IND.20.16.2_1,13,18,48,32,23,27
IND.20.16.3_1,13,18,48,32,23,27
IND.20.16.4_1,13,18,48,32,23,27
IND.20.16.5_1,13,18,48,32,23,27
IND.20.17.1_1,17,23,53,38,27,31
IND.20.18.1_1,17,23,53,38,27,31
IND.20.18.2_1,17,23,53,38,27,31
IND.20.18.3_1,17,23,53,38,27,31
IND.20.18.4_1,17,23,53,38,27,31
IND.20.18.5_1,17,23,53,38,27,31
IND.20.18.6_1,,,,,,
IND.20.19.1_1,13,21,31,36,24,29
IND.20.19.10_1,13,21,31,36,24,29
IND.20.19.11_1,13,21,31,36,24,29
IND.20.19.12_1,13,21,31,36,24,29
IND.20.19.13_1,13,21,31,36,24,29
IND.20.19.2_1,13,21,31,36,24,29
IND.20.19.3_1,13,21,31,36,24,29
IND.20.19.4_1,13,21,31,36,24,29
IND.20.19.5_1,13,21,31,36,24,29
IND.20.19.6_1,13,21,31,36,24,29
IND.20.19.7_1,13,21,31,36,24,29
IND.20.19.8_1,13,21,31,36,24,29
IND.20.19.9_1,13,21,31,36,24,29
IND.20.2.1_1,13,21,50,36,24,29
IND.20.2.2_1,13,21,50,36,24,29
IND.20.2.3_1,13,21,50,36,24,29
IND.20.2.4_1,13,21,50,36,24,29
IND.20.2.5_1,13,21,50,36,24,29
IND.20.2.6_1,13,21,50,36,24,29
IND.20.20.1_1,13,21,48,35,24,27
IND.20.20.2_1,13,21,48,35,24,27
IND.20.20.3_1,13,21,33,35,24,27
IND.20.20.4_1,13,21,49,35,24,27
IND.20.20.5_1,13,21,48,35,24,27
IND.20.20.6_1,13,21,49,36,24,27
IND.20.20.7_1,13,21,48,35,24,27
IND.20.20.8_1,13,21,48,35,24,27
IND.20.21.1_1,13,21,50,14,24,30
IND.20.21.2_1,13,21,,14,24,30
IND.20.21.3_1,13,21,50,14,24,30
IND.20.21.4_1,24,22,51,37,25,30
IND.20.21.5_1,13,21,50,14,24,30
IND.20.21.6_1,13,21,50,14,24,30
IND.20.22.1_1,13,21,50,14,24,29
IND.20.22.10_1,13,21,50,14,24,29
IND.20.22.11_1,13,21,50,14,24,29
IND.20.22.12_1,24,22,,37,25,30
IND.20.22.13_1,13,21,50,14,24,29
IND.20.22.2_1,13,21,50,14,24,29
IND.20.22.3_1,17,21,50,14,24,29
IND.20.22.4_1,13,21,50,14,24,29
IND.20.22.5_1,13,21,50,14,24,29
IND.20.22.6_1,13,21,50,14,24,29
IND.20.22.7_1,13,21,50,14,24,29
IND.20.22.8_1,13,21,50,14,24,29
IND.20.22.9_1,13,21,,14,24,29
IND.20.23.1_1,7,18,48,32,23,24
IND.20.23.2_1,7,18,48,32,23,27
IND.20.23.3_1,7,18,48,32,23,27
IND.20.23.4_1,7,18,48,32,23,24
IND.20.23.5_1,7,18,48,32,23,27
IND.20.23.6_1,7,18,48,32,23,27
IND.20.24.1_1,17,23,52,38,27,31
IND.20.24.2_1,17,23,53,38,27,31
IND.20.24.3_1,17,23,53,38,27,31
IND.20.24.4_1,,23,53,38,27,31
IND.20.24.5_1,17,23,53,38,27,31
IND.20.24.6_1,24,22,52,37,25,30
IND.20.24.7_1,17,23,53,38,27,31
IND.20.24.8_1,17,23,53,38,27,31
IND.20.25.1_1,13,21,48,35,24,27
IND.20.25.2_1,13,21,48,35,24,27
IND.20.25.3_1,13,21,48,35,24,27
IND.20.25.4_1,13,21,48,35,24,27
IND.20.26.1_1,7,18,46,32,23,24
IND.20.26.10_1,7,18,46,32,23,24
IND.20.26.11_1,7,18,46,32,23,24
IND.20.26.12_1,7,18,46,32,23,24
IND.20.26.2_1,7,18,46,32,23,24
IND.20.26.3_1,7,18,46,32,23,24
IND.20.26.4_1,7,18,46,32,23,24
IND.20.26.5_1,7,18,46,32,23,24
IND.20.26.6_1,7,18,46,32,23,24
IND.20.26.7_1,7,18,46,32,23,24
IND.20.26.8_1,7,18,46,32,23,24
IND.20.26.9_1,7,18,46,32,23,24
IND.20.27.1_1,17,23,44,38,27,31
IND.20.27.10_1,17,23,53,38,27,31
IND.20.27.11_1,,,,,,
IND.20.27.12_1,,,,,,
IND.20.27.13_1,17,23,44,38,27,31
IND.20.27.14_1,,,,,,
IND.20.27.15_1,17,23,44,38,27,31
IND.20.27.16_1,,,,,,
IND.20.27.17_1,7,18,44,38,23,31
IND.20.27.18_1,17,23,44,38,27,31
IND.20.27.19_1,7,18,44,38,23,31
IND.20.27.2_1,7,18,53,38,23,31
IND.20.27.20_1,17,23,44,38,27,31
IND.20.27.3_1,17,23,44,38,27,31
IND.20.27.4_1,17,23,44,38,27,31
IND.20.27.5_1,17,23,44,38,27,31
IND.20.27.6_1,7,18,53,38,23,31
IND.20.27.7_1,17,23,53,38,27,31
IND.20.27.8_1,17,23,53,38,27,31
IND.20.27.9_1,,23,53,38,27,31
IND.20.28.1_1,2,19,44,31,22,22
IND.20.28.2_1,2,19,44,31,22,22
IND.20.28.3_1,2,19,44,31,22,22
IND.20.28.4_1,2,19,44,31,22,22
IND.20.28.5_1,2,19,44,31,22,22
IND.20.28.6_1,2,19,44,31,22,22
IND.20.28.7_1,2,23,44,38,27,31
IND.20.28.8_1,2,19,44,31,22,22
IND.20.28.9_1,2,19,44,31,22,22
IND.20.29.1_1,7,18,46,32,23,24
IND.20.29.2_1,10,18,45,33,23,23
IND.20.29.3_1,10,18,48,33,23,23
IND.20.29.4_1,10,18,45,33,23,23
IND.20.29.5_1,10,18,45,33,23,23
IND.20.29.6_1,10,18,45,33,23,23
IND.20.29.7_1,10,18,45,33,23,23
IND.20.29.8_1,7,18,45,33,23,23
IND.20.3.1_1,13,21,31,36,24,29
IND.20.3.10_1,13,21,31,36,24,29
IND.20.3.11_1,13,21,31,36,24,29
IND.20.3.12_1,13,21,31,36,24,29
IND.20.3.13_1,13,21,31,36,24,29
IND.20.3.2_1,13,21,31,36,24,29
IND.20.3.3_1,13,21,31,36,24,29
IND.20.3.4_1,13,21,31,36,24,29
IND.20.3.5_1,13,21,31,36,24,29
IND.20.3.6_1,13,21,31,36,24,29
IND.20.3.7_1,13,21,,36,24,29
IND.20.3.8_1,13,21,31,36,24,29
IND.20.3.9_1,13,21,,14,24,29
IND.20.30.1_1,7,18,46,32,23,23
IND.20.30.10_1,7,18,46,32,23,23
IND.20.30.11_1,7,18,45,32,23,23
IND.20.30.2_1,7,18,45,33,23,23
IND.20.30.3_1,7,18,45,32,23,23
IND.20.30.4_1,7,18,45,32,23,23
IND.20.30.5_1,7,18,45,32,23,23
IND.20.30.6_1,7,18,45,33,23,23
IND.20.30.7_1,7,18,46,32,23,24
IND.20.30.8_1,7,18,45,32,23,23
IND.20.30.9_1,7,18,46,32,23,24
IND.20.31.1_1,2,19,44,31,22,22
IND.20.31.2_1,2,19,44,31,22,22
IND.20.31.3_1,2,19,44,31,22,22
IND.20.31.4_1,2,19,44,31,22,22
IND.20.31.5_1,2,19,44,31,22,22
IND.20.31.6_1,2,19,44,31,22,22
IND.20.31.7_1,2,19,44,31,22,22
IND.20.32.1_1,7,18,48,32,23,24
IND.20.32.10_1,7,18,48,32,23,24
IND.20.32.11_1,7,18,48,32,23,24
IND.20.32.2_1,7,18,48,32,23,24
IND.20.32.3_1,7,18,48,32,23,24
IND.20.32.4_1,7,18,48,32,23,24
IND.20.32.5_1,7,18,46,32,23,24
IND.20.32.6_1,7,18,48,32,23,24
IND.20.32.7_1,7,18,48,32,23,24
IND.20.32.8_1,7,18,48,32,23,24
IND.20.32.9_1,7,18,48,32,23,24
IND.20.33.1_1,17,23,53,38,27,31
IND.20.33.2_1,17,23,53,38,27,31
IND.20.33.3_1,17,23,53,38,27,31
IND.20.33.4_1,17,23,53,38,27,31
IND.20.33.5_1,17,23,53,38,27,31
IND.20.33.6_1,17,23,53,38,27,31
IND.20.33.7_1,17,23,53,38,27,31
IND.20.33.8_1,17,23,53,38,27,31
IND.20.34.1_1,13,21,31,36,24,29
IND.20.34.2_1,13,21,31,36,24,29
IND.20.34.3_1,13,21,31,36,24,29
IND.20.34.4_1,13,21,31,36,24,29
IND.20.34.5_1,13,21,31,36,24,29
IND.20.34.6_1,13,21,31,36,24,29
IND.20.34.7_1,13,21,31,36,24,29
IND.20.34.8_1,13,21,31,36,24,29
IND.20.35.1_1,13,21,48,36,24,29
IND.20.35.2_1,13,21,48,36,24,29
IND.20.35.3_1,13,21,48,36,24,29
IND.20.35.4_1,13,21,48,36,24,29
IND.20.35.5_1,13,21,48,36,24,29
IND.20.35.6_1,13,21,48,36,24,29
IND.20.36.1_1,13,21,49,36,24,29
IND.20.36.10_1,13,21,49,36,24,29
IND.20.36.11_1,13,21,49,36,24,29
IND.20.36.12_1,13,21,49,36,24,27
IND.20.36.13_1,13,21,31,36,24,29
IND.20.36.14_1,13,21,49,36,24,29
IND.20.36.2_1,13,21,49,36,24,29
IND.20.36.3_1,13,21,49,36,24,29
IND.20.36.4_1,13,21,49,36,24,29
IND.20.36.5_1,13,21,49,36,24,29
IND.20.36.6_1,13,21,49,36,24,29
IND.20.36.7_1,13,21,31,36,24,29
IND.20.36.8_1,13,21,49,36,24,29
IND.20.36.9_1,13,21,31,36,24,29
IND.20.4.1_1,13,21,50,36,24,27
IND.20.4.2_1,13,21,50,36,24,27
IND.20.4.3_1,13,21,50,36,24,27
IND.20.4.4_1,13,21,50,36,24,27
IND.20.4.5_1,13,21,50,36,24,27
IND.20.4.6_1,13,21,50,36,24,27
IND.20.4.7_1,13,21,23,14,24,29
IND.20.4.8_1,13,21,50,36,24,27
IND.20.5.1_1,13,21,31,36,24,29
IND.20.5.2_1,13,21,31,36,24,29
IND.20.5.3_1,13,21,31,36,24,29
IND.20.5.4_1,13,21,31,36,24,29
IND.20.5.5_1,13,21,31,36,24,29
IND.20.5.6_1,13,21,31,36,24,29
IND.20.5.7_1,13,21,31,36,24,29
IND.20.5.8_1,13,21,31,36,24,29
IND.20.6.1_1,13,18,48,32,23,27
IND.20.6.2_1,7,18,46,32,23,24
IND.20.6.3_1,13,18,50,32,23,27
IND.20.6.4_1,13,18,50,32,23,27
